id,label,link,organization_type,domains,activities,intervention_focuses,location_hints,focuses_on_gcbrs,category_trail,description,created_at,notion_url
164,"Health Emergency Preparedness and Response (HERA)",https://health.ec.europa.eu/health-emergency-preparedness-and-response-hera_en,"Intergovernmental agency",Governance,Coordination,"Crisis management ; Supply chain disruption","Europe (excl. UK) ; Belgium ; Brussels",no,"Transversal > Coordination","HERA’s mission is to strengthen Europe's ability to prevent, detect, and rapidly respond to cross-border health emergencies, by ensuring the development, manufacturing, procurement and equitable distribution of key medical countermeasures. It was created in the aftermath of the COVID-19 pandemic to strengthen the EU's health emergency preparedness and response.",2024-05-24T15:07:00+00:00,https://notion.so/35428ad2578c497ea029ab6a0bc68cde
170,"Health Security Headlines",https://publichealth.jhu.edu/topics/health-security-and-public-health,Media,"Technical ; Governance","Outreach & Advocacy",,"USA ; Baltimore",no,"Transversal > Information","Explore the latest public health research and insights about health security.",2024-06-23T15:46:00+00:00,https://notion.so/e1b96b2bd1504100910e15dfb44e5057
150,"High Impact Engineers",https://www.linkedin.com/company/high-impact-engineers,"International non-profit organization",Technical,"Education & Career",,"Global ; Remote",yes,"Transversal > Education","HIEng is increasing the quantity of impactful work done by physical engineers across the globe. They are providing engineers with resources and support to maximise their positive social impact.",2024-05-24T07:22:00+00:00,https://notion.so/3cda3b02efd348788d078ddddf0c3799
151,"High Impact Medicine",https://www.highimpactmedicine.org,"International non-profit organization",Technical,"Education & Career",,"Global ; Remote",yes,"Transversal > Education","Hi-Med is a community helping medical students and clinicians steer their careers toward high-impact areas, through advising, fellowships and online resources.",2024-05-24T07:28:00+00:00,https://notion.so/1bf2f35842c24b1487791cf7dbbf0c69
131,"Horizon Institute for Public Service",https://horizonpublicservice.org,"National non-profit organization",Governance,"Education & Career","AI x Bio",USA,no,"Transversal > Education","The Horizon Institute for Public Service is a non-partisan, non-profit organization that helps the US government navigate our era of rapid technological change by supporting the next generation of emerging technology policy talent.",2024-04-26T07:58:00+00:00,https://notion.so/99a1a29eec014c84a7f24555f812aafa
136,iGEM,https://igem.org/,"Research institute / lab / network",Technical,"Research ; Technology development ; Education & Career","Synthetic biology ; Lab biosafety ; Dual-use research of concern","Global ; Europe (excl. UK) ; France ; Paris ; Remote ; USA ; Boston MA",no,"Transversal > Education","iGEM (International Genetically Engineered Machine) educates the workforce and the leaders of the Synthetic Biology industry. The iGEM Foundation is an independent, non-profit organization dedicated to the advancement of synthetic biology, education and competition, and the development of an open, collaborative, and cooperative community.",2024-04-26T08:23:00+00:00,https://notion.so/cd522c3b84b64c3383ea406d0ba25237
218,"Independent Panel for Pandemic Preparedness and Response (IPPPR)",https://theindependentpanel.org,"Intergovernmental agency",Governance,"Research ; Policy development","Crisis management ; Pathogen surveillance ; Vaccines","Global ; Remote",no,Prevention,"The Independent Panel for Pandemic Preparedness and Response (“The Independent Panel”) was a global Panel that was established by the WHO Director-General to review experience gained and lessons learned from the WHO-coordinated international response to COVID-19.",2024-10-12T08:49:00+00:00,https://notion.so/28a24f93066f4926ae966a1a1cc7e68d
55,"Institute for Progress",https://ifp.org,"Think tank",Governance,"Policy development ; Outreach & Advocacy","Dual-use research of concern ; AI x Bio ; Biological weapons ; DNA synthesis ; Lab biosafety ; Pathogen surveillance ; Indoor air quality ; Vaccines","USA ; Washington DC",yes,"Transversal > Information","The Institute for Progress (IFP) is a non-partisan research and advocacy organization dedicated to accelerating scientific, technological, and industrial progress while safeguarding humanity’s future.",2024-03-15T09:55:00+00:00,https://notion.so/52fad963160d4fcc9c0ad3751b74ae6b
152,"Intelligence Advanced Research Projects Activity (IARPA)",https://www.iarpa.gov/,Government,Technical,"Funding ; Research","AI x Bio ; Synthetic biology ; Pathogen surveillance","USA ; Bethesda MD",no,"Transversal > Financing","The Intelligence Advanced Research Projects Activity invests in high-risk, high-payoff research programs to tackle some of the most difficult challenges of the agencies and disciplines in the Intelligence Community (IC). IARPA’s mission is to push the boundaries of science to develop solutions that empower the IC to do its work better and more efficiently for national security. IARPA does not have an operational mission and does not deploy technologies directly to the field. Instead, we facilitate the transition of research results to our IC customers for operational application.",2024-05-24T07:33:00+00:00,https://notion.so/80839bc99ee34f0381aa5a66f4b9150d
211,"Interacademy Partnership (IAP) Biosecurity Working Group",https://www.interacademies.org/project/iap-biosecurity-working-group,"International non-profit organization",Governance,"Policy development ; Outreach & Advocacy ; Coordination","Dual-use research of concern ; Biological weapons ; AI x Bio ; Synthetic biology","Trieste ; Italy ; Europe (excl. UK) ; Washington DC ; USA",no,"Transversal > Coordination","The IAP General Assembly agreed to establish a Biosecurity Working Group in 2003, designed especially to link with the Biological and Toxin Weapons Convention (BWC). Activities include the promotion of responsible research practices and links with the Organization for the Prohibition of Chemical Weapons (OPCW).  A new IAP Biosecurity Working Group (BWG) wasestablished in 2020 following a process of nominations of suitable expert by member academies. Current BWG members are from Argentina, Brazil, China, Egypt, Georgia, Germany, Ghana, Italy, Pakistan, Philippines, Russia, South Africa, Trinidad & Tobago, the United Kingdom and the United States.",2024-10-12T08:27:00+00:00,https://notion.so/11d4061a75b780e1ab2ddcbc76be6cef
163,"International Biosecurity and Biosafety Initiative for Science (IBBIS)",https://ibbis.bio,"Think tank","Governance ; Technical","Policy development ; Technology development","DNA synthesis ; Dual-use research of concern ; Lab biosafety","Global ; Remote ; Europe (excl. UK) ; Switzerland ; Geneva",yes,"Prevention > Preventing production & release","IBBIS is an independent organization dedicated to reducing emerging biological risks associated with technology advances. They address risk-reduction opportunities throughout the bioscience research and development lifecycle to incorporate effective risk-reduction practices at every stage. They collaborate with stakeholders in the biotechnology industry, across research and academic communities, and in national governments.",2024-05-24T14:48:00+00:00,https://notion.so/c780d2e709bf477ba3ee90f683df92ce
198,"International Federation of Biosafety Associations (IFBA)",https://www.internationalbiosafety.org,"International non-profit organization",Governance,"Policy development ; Coordination","Lab biosafety","Global ; Remote",no,"Prevention > Preventing production & release","The International Federation of Biosafety Associations (IFBA) is a not-for-profit non-governmental organization of regional and national Biosafety Associations from all areas of the world. They are a global community of certified biorisk management professionals, biosafety officers, scientists, laboratory personnel, architects, engineers, academics and policy makers who have common interest in safe, secure and responsible work with biological materials.",2024-08-22T11:40:00+00:00,https://notion.so/d1b2cb0515c04b2bb1ff7e0f984c2d5a
209,"International Gene Synthesis Consortium (IGSC)",https://genesynthesisconsortium.org,"International non-profit organization","Technical ; Governance","Technology development ; Coordination","Synthetic biology ; DNA synthesis ; Pathogen surveillance ; Digital detection",Global,yes,"Transversal > Coordination","The International Gene Synthesis Consortium (IGSC) is an industry-led group of gene synthesis companies and organizations formed to design and apply a common protocol to screen both the sequences of synthetic gene orders and the customers who place them. In addition, the consortium works with national and international government organizations and other interested parties to promote the beneficial application of gene synthesis technology while safeguarding biosecurity.",2024-10-12T08:22:00+00:00,https://notion.so/06bed02696514a5490a7a9ef7e03416b
155,"International Organization for Standardization (ISO)",https://www.iso.org,"International non-profit organization",Technical,"Policy development","Synthetic biology ; Lab biosafety","Europe (excl. UK) ; Switzerland ; Geneva",no,Prevention,"Standards define what great looks like, setting consistent benchmarks for businesses and consumers alike — ensuring reliability, building trust, and simplifying choices.",2024-05-24T07:58:00+00:00,https://notion.so/5a1a13c1946a405c83884dd11e2dfa7f
200,"International Pandemic Preparedness Secretariat (IPPS)",https://ippsecretariat.org,"International non-profit organization",Governance,"Coordination ; Policy development ; Outreach & Advocacy","Pathogen surveillance ; Digital detection ; Rapid diagnostics ; Vaccines ; Therapeutics ; Epidemiology ; Supply chain disruption ; Crisis management","Global ; United Kingdom ; London",yes,Response,"The IPPS is a wholly independent entity that serves to join up relevant states, the private sector, and global health institutions in support of the 100 Days Mission. The Secretariat works with the G7, G20, industry and the WHO as key partners.",2024-08-22T12:02:00+00:00,https://notion.so/489af006c0e64cd79d5093a5deb6e2b4
223,"James Martin Center for Nonproliferation Studies (CNS)",https://www.middlebury.edu/institute/academics/centers-initiatives/nonproliferation-studies,"International non-profit organization",Governance,"Policy development ; Education & Career ; Research","AI x Bio ; Biological weapons ; Synthetic biology ; Lab biosafety","USA ; Europe (excl. UK) ; Austria ; Monterey CA ; Washington DC ; Vienna",yes,"Transversal > Education","The Center for Nonproliferation Studies strives to combat the spread of weapons of mass destruction by training the next generation of nonproliferation specialists and disseminating timely information and analysis. It is the largest nongovernmental organization in the United States devoted exclusively to research and training on nonproliferation issues. Their biosecurity work can be found here.",2024-10-12T09:16:00+00:00,https://notion.so/81e91e3ae43648dc85da5f493067af33
48,"Johns Hopkins Center for Health Security (CHS)",https://www.centerforhealthsecurity.org,"National non-profit organization",Governance,"Research ; Policy development ; Outreach & Advocacy ; Coordination","Biological weapons ; Pathogen surveillance ; Crisis management ; Dual-use research of concern ; AI x Bio ; DNA synthesis ; Vaccines ; Therapeutics ; Rapid diagnostics ; Personal protective equipment ; Indoor air quality ; Antimicrobial resistance ; Epidemiology ; Supply chain disruption","USA ; Baltimore",yes,"Transversal > Coordination","The Center for Health Security is a network of scholars in science, medicine, public health, law, social sciences, economics, and national security who conduct independent research to examine how scientific and technological innovations can strengthen health security.",2024-03-15T09:55:00+00:00,https://notion.so/1e3b5e9fdc094735a40329c4bfe85b52
250,"Lawrence Livermore National Laboratory (LLNL)",https://www.llnl.gov,"Research institute / lab / network",Technical,"Research ; Technology development","Biological weapons ; Pathogen surveillance ; Rapid diagnostics ; Personal protective equipment ; Vaccines","USA ; Livermore CA",no,Response,"Lawrence Livermore National Laboratory (LLNL), established in 1952, is a U.S. research institution dedicated to national security and scientific innovation. In biosecurity, one of their four mission focus areas, LLNL focuses on developing advanced technologies for pathogen detection, bioinformatics, and biodefense.",2024-11-21T16:49:00+00:00,https://notion.so/867b8699eb404a44930a1d9eac0007f7
156,"Longview Philanthropy",https://www.longview.org,"International non-profit organization","Technical ; Governance",Funding,,"United Kingdom ; London ; USA ; Remote",yes,"Transversal > Financing","Longview Philanthropy provides grantmaking services to donors who want to do the most good possible with their giving.",2024-05-24T08:08:00+00:00,https://notion.so/ecae0b543e734fce9b40cffea2bfbb15
248,"Los Alamos National Laboratory (LANL)",https://www.lanl.gov,"Research institute / lab / network",Technical,"Research ; Technology development","Pathogen surveillance ; Rapid diagnostics ; Therapeutics ; Epidemiology ; Supply chain disruption ; Biological weapons","USA ; Los Alamos NM",no,"Response > Medical countermeasures","The Los Alamos National Laboratory, established in 1943, is a U.S. research institution focused on national security and scientific innovation. The LANL has a biosecurity agenda.",2024-11-21T16:23:00+00:00,https://notion.so/ff645ca72a5444dcb2a663f365768fbe
82,"Mammoth Biosciences",https://mammoth.bio,"For-profit company",Technical,"Research ; Technology development","Therapeutics ; Rapid diagnostics","USA ; San Francisco CA",no,"Response > Medical countermeasures","Mammoth Biosciences develops CRISPR applications for disease detection, research, agriculture, biodefense, and more.",2024-04-05T09:16:00+00:00,https://notion.so/594048fb00fb4e6e925847fb8505e89f
157,"Market Shaping Accelerator @ University of Chicago",https://marketshaping.uchicago.edu/,"Research institute / lab / network",Governance,Funding,Vaccines,"USA ; Chicago IL ; Remote ; Global",no,"Transversal > Financing","When commercial incentives for innovation trail behind the social value, market shaping instruments are required to credibly signal demand and spur and scale up innovation. The Market Shaping Accelerator aims to harness the momentum and interest in these tools generated from global successes in vaccine development to accelerate their adoption by governments, multilateral institutions, and philanthropies to solve the world’s most pressing challenges.",2024-05-24T08:15:00+00:00,https://notion.so/23c29534652241f3a735b73c616ce2e5
77,"Max Planck Institute for Infection Biology",https://www.mpiib-berlin.mpg.de/2285/en,"Research institute / lab / network",Technical,Research,"Epidemiology ; Therapeutics","Europe (excl. UK) ; Germany ; Munich",no,"Response > Medical countermeasures","The Max Planck Institute for Infection Biology focuses on understanding how microbes cause disease and how hosts respond to this challenge.",2024-04-05T08:53:00+00:00,https://notion.so/ed55da9b236d4198b7ea4b7da6212855
107,Merck,https://www.merck.com,"For-profit company",Technical,"Technology development ; Research","Therapeutics ; Vaccines ; Antimicrobial resistance","Global ; Europe (excl. UK) ; North America (excl. US) ; South America ; North Africa ; Sub-Saharan Africa ; Middle East ; East Asia & Pacific ; Central Asia ; South Asia ; USA ; United Kingdom",no,"Response > Medical countermeasures","Merck & Co is an American multinational pharmaceutical company that develops and produces medicines, vaccines, biologic therapies and animal health products.",2024-04-19T07:56:00+00:00,https://notion.so/5a5806eed0494d96b71a33325cc4db2d
259,"Mirror Biology Dialogues Fund",https://www.mbdialogues.org,"International non-profit organization",Governance,"Outreach & Advocacy ; Funding ; Coordination","Synthetic biology","Global ; Remote",yes,"Transversal > Coordination","The Mirror Biology Dialogues Fund supports efforts to understand risks and develop governance frameworks for mirror biology research before it becomes technically feasible to create mirror life.",2025-04-23T18:46:00+00:00,https://notion.so/1de4061a75b78098b0cad6e29fd91728
246,"MIT Lincoln Laboratory",https://www.ll.mit.edu,"Research institute / lab / network",Technical,"Research ; Technology development","Biological weapons ; Rapid diagnostics ; Digital detection ; Therapeutics ; Epidemiology","USA ; Lexington MA",no,"Response > Medical countermeasures","The MIT Lincoln Laboratory, established in 1951 and operated by MIT for the U.S. Department of Defense, focuses on advanced technology solutions for national security. Its Biotechnology and Human Systems Division enhances disaster response, addresses climate change impacts, strengthens defenses against biological and chemical threats, and advances public health.",2024-11-21T15:51:00+00:00,https://notion.so/874c3b09cd1c4525b753999f95c8e95e
97,Moderna,https://www.modernatx.com,"For-profit company",Technical,"Technology development ; Research","Vaccines ; Therapeutics","Global ; Europe (excl. UK) ; East Asia & Pacific ; North America (excl. US) ; South Asia ; United Kingdom ; USA",no,"Response > Medical countermeasures","Moderna is a pharmaceutical and biotechnology company that focuses on RNA therapeutics, primarily mRNA vaccines.",2024-04-19T07:29:00+00:00,https://notion.so/921472606b6542d2a04db20bcd597ca0
188,"National Institutes of Health (NIH)",https://www.nih.gov,"National non-profit organization",Technical,"Research ; Funding",,"USA ; Bethesda MD",no,"Transversal > Financing","NIH’s mission is to seek fundamental knowledge about the nature and behavior of living systems and the application of that knowledge to enhance health, lengthen life, and reduce illness and disability.",2024-08-03T13:01:00+00:00,https://notion.so/f64b4f68dc824fb58cc2abe4e82e0507
189,"National Security Commission on Emerging Biotechnology (NSCEB)",https://www.biotech.senate.gov,"National non-profit organization",Governance,"Policy development","Dual-use research of concern ; AI x Bio ; Synthetic biology ; Biological weapons",USA,no,"Prevention > Controlling knowledge","Congress charged the National Security Commission on Emerging Biotechnology with the responsibility of examining the critical intersection of emerging biotechnology and national security. When Congress created the Commission, it defined the Commission’s formal mandate as conducting a thorough review of how advancements in emerging biotechnology and related technologies will shape current and future national defense activities, including activities of the Department of Defense. The Commission will submit its comprehensive report to Congress in December 2024, which will include policy recommendations that respond to our mandate. The work of the Commission will continue through June 2026 as we work to educate and expand upon our recommendations.",2024-08-03T13:13:00+00:00,https://notion.so/129f46869c404a41b0a70cbdb6a9455e
177,"Newsletter - American Biological Safety Association (ABSA)",https://absa.org/blog,Media,"Technical ; Governance","Outreach & Advocacy","Lab biosafety","USA ; Chicago IL",no,"Transversal > Information","Blog updates from ABSA International, the professional association for biosafety and biosecurity practitioners, covering laboratory biosafety practice, biorisk management standards, training and member news.",2024-06-23T16:20:00+00:00,https://notion.so/2cc7cb1af4bc49cb9e332016740acfdd
179,"Newsletter - Biomedical Advanced Research and Development Authority (BARDA)",https://cloud.connect.hhs.gov/barda,Media,"Technical ; Governance","Outreach & Advocacy","Vaccines ; Therapeutics ; Rapid diagnostics ; Personal protective equipment ; Antimicrobial resistance ; Pathogen surveillance","USA ; Washington DC",no,"Transversal > Information","Official updates from the US Biomedical Advanced Research and Development Authority on its medical countermeasure programmes, including vaccines, therapeutics and diagnostics for pandemic and CBRN threats.",2024-06-23T16:28:00+00:00,https://notion.so/0a244303a6754035b0fb599f31a2c681
180,"Newsletter - CBW Events",https://cbw-events.us14.list-manage.com/subscribe?u=e2a39b7f5aabb66c4dbacff71&id=f7d08622fc,Media,Governance,Coordination,"Biological weapons","Global ; Remote",no,"Prevention > Preventing production & release","CBW Events is a project to create a record of events to enable and encourage understanding of how policies on the issues relating to chemical and biological warfare (CBW) and its prevention are developed. This mailing list provides daily reports from Bioweapons Convention meetings.",2024-06-23T16:34:00+00:00,https://notion.so/dd434e46b60f4b83b6e725a2954057d6
171,"Newsletter - Center for Infectious Disease Research and Policy (CIDRAP)",https://www.cidrap.umn.edu/newsletter,Media,"Technical ; Governance","Outreach & Advocacy","Vaccines ; Antimicrobial resistance ; Epidemiology ; Supply chain disruption","USA ; Minneapolis MN",no,"Transversal > Information","Comprises 5 newsletters: • Daily News Headlines • Antimicrobial Stewardship Newsletter • Chronic Wasting Disease Newsletter • Flu Vaccine Roadmap Newsletter • Resilient Drug Supply Newsletter.",2024-06-23T15:54:00+00:00,https://notion.so/398302c34694450ca7e24bdf6b0c66d0
178,"Newsletter - Council on Strategic Risks (CSR)",https://councilonstrategicrisks.org/csr-newsletter/,Media,Governance,"Outreach & Advocacy","Biological weapons","USA ; Washington DC",yes,"Transversal > Information","Updates and happenings across the Council on Strategic Risks: climate issues, nuclear topics, biological threats and more.",2024-06-23T16:25:00+00:00,https://notion.so/dc6d7f23fb1f4a688d6cb7f6cdd0de7f
184,"Newsletter - Force of Inflection",https://caitlinrivers.substack.com,Media,"Technical ; Governance","Outreach & Advocacy","Epidemiology ; Pathogen surveillance ; Crisis management","USA ; Baltimore",no,"Transversal > Information","Newsletter about outbreaks, epidemics, and pandemics. By Dr. Caitlin Rivers, an epidemiologist and associate professor at Johns Hopkins.",2024-06-23T16:53:00+00:00,https://notion.so/1860dd8ca4684dddbe0fa9f6750cda5e
29,"Newsletter - GCBR Organizational Updates",https://gcbrupdates.substack.com,Media,"Technical ; Governance","Outreach & Advocacy",,"Global ; Remote",yes,"Transversal > Information","A digest collecting public updates from organisations working on global catastrophic biological risks, summarising new outputs, funding rounds and upcoming events across the field.",2024-03-01T15:54:00+00:00,https://notion.so/272caa6d0c7d4d9e954064d7b459c4c9
173,"Newsletter - Global Biodefense updates",https://globalbiodefense.us18.list-manage.com/subscribe?u=74107ac38117836163484be2a&id=c593ecbb6d,Media,"Technical ; Governance","Outreach & Advocacy","Pathogen surveillance ; Rapid diagnostics ; Vaccines ; Biological weapons ; Crisis management","Global ; Remote",no,"Transversal > Information","Global Biodefense gives you the latest news and insights on health security from pathogens, emerging infectious diseases and CBRN agents.",2024-06-23T15:59:00+00:00,https://notion.so/610d493c1f934ea1b787b9f4fb4a6f04
169,"Newsletter - Health Security Decoded",https://centerforhealthsecurity.org/resources/health-security-decoded,Media,"Technical ; Governance","Outreach & Advocacy",,"USA ; Baltimore",no,"Transversal > Information","Managed by the Johns Hopkins Center for Health Security, Health Security Decoded is a weekly update on US and global health security. It tracks the most important news, events, developments, research, and policy in the areas that comprise health security: biosecurity and biodefense, domestic and global preparedness and response, medicine and public health, science and technology, government affairs and national security, emerging and re-emerging diseases, and other 21st century threats.",2024-06-23T15:41:00+00:00,https://notion.so/c6ffffd297754ddca232c8a53d250c9c
175,"Newsletter - Nuclear Threat Initiative (NTI)",https://www.nti.org/subscribe,Media,Governance,"Outreach & Advocacy","Biological weapons ; Dual-use research of concern ; AI x Bio ; DNA synthesis","USA ; Washington DC",yes,"Transversal > Information","Monthly updates and alerts on progress to reduce the global threats from nuclear, biological and chemical weapons.",2024-06-23T16:15:00+00:00,https://notion.so/ecc38f2c9fe44edca6e65cf9b2d0d2b5
185,"Newsletter - Something in the air",https://jljcolorado.substack.com,Media,Technical,"Outreach & Advocacy","Indoor air quality","USA ; Boulder CO",no,"Transversal > Information","Newsletter about Airborne transmission and other topics. By Jose-Luis Jimenez, Professor at CU Boulder.",2024-06-23T16:58:00+00:00,https://notion.so/922d969e4a22464c8426907515552347
183,"Newsletter - SynBioBeta",https://www.synbiobeta.com/sign-up-for-our-digest,Media,"Technical ; Governance","Outreach & Advocacy","Synthetic biology","USA ; San Francisco CA",no,"Transversal > Information","- The Global Synthetic Biology Conference - The SynBioBeta Digest: Industry news, original content, and updates on all things synthetic biology. - Human Health Digest: Intersection of synbio and human health. - General Events.",2024-06-23T16:49:00+00:00,https://notion.so/03cbc354011d4f32ab9c218b4b6d6902
176,"Newsletter - The Bipartisan Commission on Biodefense",https://biodefensecommission.org/sign-up-for-updates,Media,"Technical ; Governance","Outreach & Advocacy",,"USA ; Washington DC",no,"Transversal > Information","Occasional alerts from the Bipartisan Commission on Biodefense announcing new reports, congressional testimony, press releases and events on US biodefense policy.",2024-06-23T16:17:00+00:00,https://notion.so/189678c9f0664e53a8778afe9b37a8cf
181,"Newsletter - The Century of Biology",https://centuryofbio.substack.com,Media,"Technical ; Governance","Outreach & Advocacy",,"USA ; San Francisco CA",no,"Transversal > Information","1. Data/Research: explain important scientific and technologic advances as they happen 2. Companies/Strategy/Analysis: in-depth analysis of companies, and broader strategy writing 3. Philosophy: outlining why it is a moral and aesthetic imperative to pursue biotechnology.",2024-06-23T16:36:00+00:00,https://notion.so/81b6e3259476466391bbebaeddc0e793
174,"Newsletter - The Pandora Report",https://pandorareport.org,Media,"Technical ; Governance","Outreach & Advocacy","Biological weapons ; Crisis management ; Pathogen surveillance ; Dual-use research of concern ; AI x Bio","USA ; Washington DC",no,"Transversal > Information","The Pandora Report is a weekly newsletter that provides news and analysis on biodefense and global health security. The newsletter is produced by the Biodefense Graduate Program at the Schar School of Policy and Government at George Mason University.",2024-06-23T16:08:00+00:00,https://notion.so/c5b5b965736b41108641c4c40bcdc055
228,Nextstrain,https://nextstrain.org,"Research institute / lab / network",Technical,Research,"Pathogen surveillance ; Epidemiology","USA ; Europe (excl. UK) ; Switzerland ; Seattle WA ; Basel ; Remote",no,Response,"Nexstrain is an open-source project providing real-time snapshots of evolving pathogens. They use interactive visualizations to enable exploration of curated datasets and analyses which are continually updated when new genomes are available.",2024-10-12T09:43:00+00:00,https://notion.so/85ef14b9487443daa90a8fd138a272f4
42,"Nolan Center at the Council on Strategic Risks (CSR)",https://councilonstrategicrisks.org/nolan/,"National non-profit organization",Governance,"Policy development ; Outreach & Advocacy ; Education & Career","Biological weapons","USA ; Washington DC",yes,"Prevention > Preventing production & release","The Council on Strategic Risks (CSR) is a nonprofit, non-partisan security policy institute devoted to anticipating, analyzing and addressing core systemic risks to security in the 21st century, with special examination of the ways in which these risks intersect and exacerbate one another. The CSR runs the International Mid-Career Biosecurity Fellowship and the Mid-Career Biodefense Bootcamp Fellowship. The Janne E. Nolan Center on Strategic Weapons (The Nolan Center) is a non-partisan institute of CSR that explores threat reduction opportunities related to the development, diffusion and use of strategic weapons in a challenging security landscape.",2024-03-15T09:46:00+00:00,https://notion.so/d398218ded654e58be7f997dab2aa589
105,Novavax,https://www.novavax.com,"For-profit company",Technical,"Technology development ; Research",Vaccines,"USA ; Europe (excl. UK) ; Gaithersburg MD",no,"Response > Non-medical countermeasures","Novavax is an American biotechnology company that develops vaccines to counter serious infectious diseases. They are currently working on vaccines for COVID-19, influenza, and malaria.",2024-04-19T07:46:00+00:00,https://notion.so/4f209c3fde084153a87d66b9b7b841c6
72,"Nuclear Threat Initiative | bio (NTI.bio)",https://www.nti.org/area/biological,"Think tank",Governance,"Research ; Policy development ; Outreach & Advocacy","Biological weapons ; Dual-use research of concern","USA ; Washington DC",yes,"Prevention > Preventing production & release","NTI Global Biological Policy and Programs (NTI | bio) works to build international capacity to prevent catastrophic biological events. We advance this work by strengthening biotechnology governance and biosecurity internationally; bolstering international capabilities to prevent bioweapons development and use by states; driving progress in advancing global health security capacity; and developing the next generation of biosecurity experts.",2024-04-02T17:26:00+00:00,https://notion.so/5961ace83edf46fcbdb675c43fa91846
236,"Observatorio de Riesgos Catastróficos Globales (ORCG)",https://www.orcg.info,"International non-profit organization",Governance,"Policy development ; Outreach & Advocacy ; Research","AI x Bio ; Pathogen surveillance ; Digital detection ; Crisis management ; Supply chain disruption","North America (excl. US) ; Mexico ; South America ; Colombia ; Europe (excl. UK) ; Spain ; Madrid ; Remote",yes,Response,"ORCG is a scientific diplomacy organization that works to improve the management of global risks in Spanish-speaking countries. To achieve our mission, they connect decision makers with experts and develop evidence-based publications.",2024-10-23T16:02:00+00:00,https://notion.so/5d9bceaf961749168acf95572711b9b4
58,OpenAeros,https://www.openaeros.com,"For-profit company",Technical,"Technology development","Personal protective equipment ; Indoor air quality",USA,no,"Response > Non-medical countermeasures","OpenAeros aims to develop open source and low-cost tools to ensure that life-saving respiratory health measures are working as effectively as possible.",2024-03-29T09:42:00+00:00,https://notion.so/2104d7fb70ef429e82f882c1d0b19d45
159,"Oxford Biosecurity Group (OBG)",https://oxfordbiosecuritygroup.com/,"Research institute / lab / network","Technical ; Governance","Research ; Education & Career",,"Global ; Remote ; United Kingdom ; Oxford",yes,"Transversal > Education","Oxford Biosecurity Group (OBG) is a team of researchers dedicated to addressing issues related to biosecurity. OBG runs multiple 8-week, remote-first projects, and we partner with relevant organisations in the space to drive progress on pressing issues and to help individuals test their fit, grow their network, and upskill in biosecurity. Researchers work in small teams, led by a project lead, to conduct impactful research culminating in one or more final deliverables. A key way that these projects lead to real-world impact is through partnerships - outputs are shared with key stakeholders, and many projects are run in collaboration with an existing organisation.",2024-05-24T08:43:00+00:00,https://notion.so/a8e1d1bf53d64779b31d6fce7b19b493
79,"Pasteur Institute",https://www.pasteur.fr/en,"Research institute / lab / network",Technical,Research,"Antimicrobial resistance ; Epidemiology ; Therapeutics ; Vaccines ; Rapid diagnostics ; Pathogen surveillance ; Digital detection ; Biological weapons ; DNA synthesis","Europe (excl. UK) ; France ; Paris",no,"Response > Medical countermeasures","The Pasteur Institute is an international research and education institute that is committed to advancing science, medicine and public health. It has been responsible for multiple historical discoveries that have helped control infectious diseases.",2024-04-05T09:10:00+00:00,https://notion.so/fea1039ae1e84a188463d4a4a1a0f7ad
230,"Peace Research Institute Frankfurt (PRIF) • Biological and Chemical Disarmament and Security Research Group",https://www.prif.org/en/research/biological-and-chemical-disarmament-and-security,"Research institute / lab / network",Governance,"Research ; Policy development","Dual-use research of concern ; Biological weapons ; Lab biosafety","Europe (excl. UK) ; Germany ; Frankfurt",no,"Prevention > Preventing production & release","The PRIF analyzes the causes of international and intrastate conflicts and look for ways to resolve them. The research group analyzes the prohibitions of chemical and biological weapons in an interdisciplinary approach that includes perspectives from political science, international law and the natural sciences.",2024-10-12T10:16:00+00:00,https://notion.so/f0c75bf3840f4bd5a9e264ac48f268bf
113,Pfizer,https://www.pfizer.com,"For-profit company",Technical,"Technology development ; Research","Vaccines ; Therapeutics ; Antimicrobial resistance","Global ; Europe (excl. UK) ; North America (excl. US) ; South America ; North Africa ; Middle East ; East Asia & Pacific ; Central Asia ; South Asia ; United Kingdom ; USA",no,"Response > Medical countermeasures","Pfizer is an American multinational pharmaceutical and biotechnology corporation. Alongside BioNTech, they are responsible for the Pfizer–BioNTech COVID-19 mRNA vaccine.",2024-04-19T08:07:00+00:00,https://notion.so/519c29a711ab4f10962775ccad4d8e40
104,"Pivotal Research",https://www.pivotal-research.org,"Research institute / lab / network","Technical ; Governance","Research ; Education & Career","AI x Bio ; Dual-use research of concern","United Kingdom ; London",yes,"Transversal > Education","Pivotal (ex Swiss Existential Risk Initiative / CHERI) is committed to understanding and reducing global catastrophic risks, especially those arising from advanced artificial intelligence and biotechnology. By supporting exceptional talent poised to make significant contributions to reducing these risks, they set the stage for important research and policy work. In doing so, they aim for a brighter and safer world for everyone.",2024-04-19T07:43:00+00:00,https://notion.so/d4a76428f8094d59a0aee86a3951654d
130,"Podcast - Hear This Idea",https://hearthisidea.com,Media,"Technical ; Governance","Outreach & Advocacy ; Education & Career",,"Global ; Remote",yes,"Transversal > Information","Good ideas for big problems. Hear This Idea is a podcast about ideas for solving important problems, and the people trying to figure them out. ",2024-04-26T07:55:00+00:00,https://notion.so/5bca531a27f44a46a94849fb359be3ce
